date,store_id,sku_id,units_sold,true_demand_units,stockout_censored_units,revenue,margin_proxy,promo_flag,holiday_flag,day_of_week
2025-11-05,ST003,SKU0063,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0064,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0065,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0066,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0067,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0068,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0069,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0070,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0071,0,19,19,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0072,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0073,0,9,9,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0074,0,13,13,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0075,0,18,18,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0076,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0077,0,16,16,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0078,0,26,26,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0079,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0080,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0081,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0082,0,33,33,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0083,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0084,0,9,9,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0085,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0086,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0087,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0088,0,9,9,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0089,0,19,19,0.0,0.0,0,0,2
2025-11-05,ST003,SKU0090,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0001,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0002,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0003,0,19,19,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0004,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0005,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0006,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0007,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0008,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0009,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0010,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0011,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0012,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0013,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0014,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0015,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0016,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0017,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0018,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0019,0,16,16,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0020,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0021,0,9,9,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0022,0,9,9,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0023,0,16,16,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0024,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0025,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0026,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0027,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0028,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0029,0,19,19,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0030,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0031,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0032,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0033,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0034,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0035,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0036,0,15,15,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0037,0,9,9,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0038,0,18,18,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0039,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0040,0,14,14,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0041,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0042,0,14,14,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0043,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0044,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0045,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0046,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0047,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0048,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0049,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0050,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0051,0,28,28,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0052,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0053,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0054,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0055,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0056,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0057,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0058,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0059,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0060,0,32,32,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0061,0,13,13,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0062,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0063,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0064,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0065,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0066,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0067,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0068,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0069,0,17,17,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0070,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0071,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0072,0,27,27,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0073,0,18,18,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0074,0,19,19,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0075,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0076,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0077,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0078,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0079,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0080,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0081,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0082,0,15,15,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0083,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0084,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0085,0,27,27,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0086,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0087,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0088,0,13,13,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0089,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST004,SKU0090,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0001,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0002,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0003,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0004,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0005,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0006,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0007,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0008,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0009,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0010,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0011,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0012,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0013,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0014,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0015,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0016,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0017,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0018,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0019,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0020,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0021,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0022,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0023,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0024,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0025,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0026,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0027,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0028,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0029,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0030,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0031,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0032,0,17,17,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0033,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0034,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0035,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0036,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0037,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0038,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0039,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0040,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0041,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0042,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0043,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0044,0,13,13,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0045,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0046,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0047,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0048,0,19,19,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0049,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0050,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0051,0,17,17,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0052,0,9,9,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0053,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0054,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0055,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0056,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0057,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0058,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0059,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0060,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0061,0,17,17,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0062,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0063,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0064,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0065,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0066,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0067,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0068,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0069,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0070,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0071,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0072,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0073,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0074,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0075,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0076,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0077,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0078,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0079,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0080,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0081,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0082,0,14,14,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0083,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0084,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0085,0,23,23,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0086,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0087,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0088,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0089,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST005,SKU0090,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0001,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0002,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0003,0,13,13,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0004,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0005,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0006,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0007,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0008,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0009,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0010,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0011,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0012,0,9,9,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0013,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0014,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0015,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0016,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0017,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0018,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0019,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0020,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0021,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0022,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0023,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0024,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0025,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0026,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0027,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0028,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0029,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0030,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0031,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0032,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0033,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0034,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0035,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0036,0,20,20,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0037,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0038,0,9,9,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0039,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0040,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0041,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0042,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0043,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0044,0,20,20,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0045,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0046,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0047,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0048,0,16,16,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0049,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0050,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0051,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0052,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0053,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0054,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0055,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0056,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0057,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0058,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0059,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0060,0,17,17,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0061,0,17,17,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0062,0,14,14,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0063,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0064,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0065,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0066,0,13,13,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0067,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0068,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0069,0,22,22,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0070,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0071,0,18,18,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0072,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0073,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0074,0,13,13,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0075,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0076,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0077,0,16,16,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0078,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0079,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0080,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0081,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0082,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0083,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0084,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0085,0,14,14,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0086,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0087,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0088,0,13,13,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0089,0,17,17,0.0,0.0,0,0,2
2025-11-05,ST006,SKU0090,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0001,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0002,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0003,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0004,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0005,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0006,0,16,16,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0007,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0008,0,13,13,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0009,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0010,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0011,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0012,0,19,19,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0013,0,15,15,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0014,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0015,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0016,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0017,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0018,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0019,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0020,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0021,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0022,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0023,0,15,15,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0024,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0025,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0026,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0027,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0028,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0029,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0030,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0031,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0032,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0033,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0034,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0035,0,9,9,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0036,0,13,13,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0037,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0038,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0039,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0040,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0041,0,1,1,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0042,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0043,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0044,0,32,32,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0045,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0046,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0047,0,10,10,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0048,0,14,14,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0049,0,12,12,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0050,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0051,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0052,0,24,24,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0053,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0054,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0055,0,19,19,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0056,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0057,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0058,0,6,6,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0059,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0060,0,17,17,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0061,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0062,0,5,5,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0063,0,3,3,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0064,0,0,0,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0065,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0066,0,15,15,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0067,0,7,7,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0068,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0069,0,17,17,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0070,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0071,0,8,8,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0072,0,2,2,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0073,0,26,26,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0074,0,11,11,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0075,0,9,9,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0076,0,4,4,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0077,0,20,20,0.0,0.0,0,0,2
2025-11-05,ST007,SKU0078,0,5,5,0.0,0.0,0,0,2
